title,text,type,combined_text,cleaned_text,label
Hot Singles Near You,Meet 100 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 100 singles in your area tonight! http://scam-site.com,hot singles near you meet 100 singles in your area tonight!,1
Book Club Meeting,Book club meets Friday at 9:00 AM. We're discussing 'The Great Gatsby'.,not spam,Book Club Meeting Book club meets Friday at 9:00 AM. We're discussing 'The Great Gatsby'.,book club meeting book club meets friday at 9:00 am. we're discussing 'the great gatsby'.,0
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Flight Confirmation,Flight AA123 on Nov 27. JFK to MIA. Seat 19B.,not spam,Flight Confirmation Flight AA123 on Nov 27. JFK to MIA. Seat 19B.,flight confirmation flight aa123 on nov 27. jfk to mia. seat 19b.,0
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Nigerian Prince Email,I need your help transferring $10000. You get 30%!,spam,Nigerian Prince Email I need your help transferring $10000. You get 30%!,nigerian prince email i need your help transferring $10000. you get 30%!,1
Make Money From Home,Earn $25000 per week working from home! http://scam-site.com,spam,Make Money From Home Earn $25000 per week working from home! http://scam-site.com,make money from home earn $25000 per week working from home!,1
Dinner Plans,Want to grab dinner Tuesday? Let me know! - John,not spam,Dinner Plans Want to grab dinner Tuesday? Let me know! - John,dinner plans want to grab dinner tuesday? let me know! - john,0
Free Gift Card,You won a $1000000 Amazon gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $1000000 Amazon gift card! Claim: http://scam-site.com,free gift card you won a $1000000 amazon gift card! claim:,1
Hot Singles Near You,Meet 1000 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 1000 singles in your area tonight! http://scam-site.com,hot singles near you meet 1000 singles in your area tonight!,1
Tax Refund Available,Claim your $10000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $10000 tax refund now: http://scam-site.com,tax refund available claim your $10000 tax refund now:,1
Lose Weight Fast,Lose 10 pounds in 14 days! No exercise! http://scam-site.com,spam,Lose Weight Fast Lose 10 pounds in 14 days! No exercise! http://scam-site.com,lose weight fast lose 10 pounds in 14 days! no exercise!,1
Project Update,Here's the status update on project John. Review attached.,not spam,Project Update Here's the status update on project John. Review attached.,project update here's the status update on project john. review attached.,0
Utility Bill,Your water bill is $89. Due: Dec 1. Pay at company.gov,not spam,Utility Bill Your water bill is $89. Due: Dec 1. Pay at company.gov,utility bill your water bill is $89. due: dec 1. pay at company.gov,0
Gym Membership Renewal,Your gym membership expires Dec 1. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Dec 1. Renew at front desk.,gym membership renewal your gym membership expires dec 1. renew at front desk.,0
Meeting Reminder,Team meeting tomorrow at 5:00 PM in Conference Room A. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 5:00 PM in Conference Room A. See you there!,meeting reminder team meeting tomorrow at 5:00 pm in conference room a. see you there!,0
Flight Confirmation,Flight DL789 on Dec 5. DFW to MIA. Seat 28B.,not spam,Flight Confirmation Flight DL789 on Dec 5. DFW to MIA. Seat 28B.,flight confirmation flight dl789 on dec 5. dfw to mia. seat 28b.,0
Flight Confirmation,Flight AA123 on Dec 5. DFW to MIA. Seat 19D.,not spam,Flight Confirmation Flight AA123 on Dec 5. DFW to MIA. Seat 19D.,flight confirmation flight aa123 on dec 5. dfw to mia. seat 19d.,0
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Class Reminder,Biology 102 class is at 10:30 AM in room 201. Don't forget homework!,not spam,Class Reminder Biology 102 class is at 10:30 AM in room 201. Don't forget homework!,class reminder biology 102 class is at 10:30 am in room 201. don't forget homework!,0
Dinner Plans,Want to grab dinner this weekend? Let me know! - Emily,not spam,Dinner Plans Want to grab dinner this weekend? Let me know! - Emily,dinner plans want to grab dinner this weekend? let me know! - emily,0
Recipe Shared,"Here's that pasta recipe you asked for: flour, eggs, milk",not spam,"Recipe Shared Here's that pasta recipe you asked for: flour, eggs, milk","recipe shared here's that pasta recipe you asked for: flour, eggs, milk",0
Meeting Reminder,Team meeting tomorrow at 2:00 PM in Conference Room A. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 2:00 PM in Conference Room A. See you there!,meeting reminder team meeting tomorrow at 2:00 pm in conference room a. see you there!,0
Class Reminder,CS 301 class is at 3:30 PM in room A44. Don't forget homework!,not spam,Class Reminder CS 301 class is at 3:30 PM in room A44. Don't forget homework!,class reminder cs 301 class is at 3:30 pm in room a44. don't forget homework!,0
Free iPhone Giveaway,Get a FREE iPhone 15 Pro! Limited time! http://scam-site.com,spam,Free iPhone Giveaway Get a FREE iPhone 15 Pro! Limited time! http://scam-site.com,free iphone giveaway get a free iphone 15 pro! limited time!,1
Bitcoin Investment,Make 100% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 100% returns with our crypto bot! http://scam-site.com,bitcoin investment make 100% returns with our crypto bot!,1
Work From Home Assembly,Assemble products at home! $55/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $55/hour! http://scam-site.com,work from home assembly assemble products at home! $55/hour!,1
Book Club Meeting,Book club meets this weekend at 10:30 AM. We're discussing 'The Great Gatsby'.,not spam,Book Club Meeting Book club meets this weekend at 10:30 AM. We're discussing 'The Great Gatsby'.,book club meeting book club meets this weekend at 10:30 am. we're discussing 'the great gatsby'.,0
Cheap Medications,Buy Cialis without prescription! Huge discounts! http://scam-site.com,spam,Cheap Medications Buy Cialis without prescription! Huge discounts! http://scam-site.com,cheap medications buy cialis without prescription! huge discounts!,1
Enlarge Your Size,Grow 4 inches naturally! Guaranteed! http://scam-site.com,spam,Enlarge Your Size Grow 4 inches naturally! Guaranteed! http://scam-site.com,enlarge your size grow 4 inches naturally! guaranteed!,1
Bitcoin Investment,Make 30% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 30% returns with our crypto bot! http://scam-site.com,bitcoin investment make 30% returns with our crypto bot!,1
Gym Membership Renewal,Your gym membership expires Nov 25. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 25. Renew at front desk.,gym membership renewal your gym membership expires nov 25. renew at front desk.,0
Meeting Reminder,Team meeting tomorrow at 3:30 PM in Conference Room A. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 3:30 PM in Conference Room A. See you there!,meeting reminder team meeting tomorrow at 3:30 pm in conference room a. see you there!,0
Class Reminder,Math 101 class is at 3:30 PM in room 305. Don't forget homework!,not spam,Class Reminder Math 101 class is at 3:30 PM in room 305. Don't forget homework!,class reminder math 101 class is at 3:30 pm in room 305. don't forget homework!,0
Meeting Reminder,Team meeting tomorrow at 9:00 AM in Room 301. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 9:00 AM in Room 301. See you there!,meeting reminder team meeting tomorrow at 9:00 am in room 301. see you there!,0
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Project Update,Here's the status update on project Alex. Review attached.,not spam,Project Update Here's the status update on project Alex. Review attached.,project update here's the status update on project alex. review attached.,0
Work From Home Assembly,Assemble products at home! $55/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $55/hour! http://scam-site.com,work from home assembly assemble products at home! $55/hour!,1
Tax Refund Available,Claim your $5000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $5000 tax refund now: http://scam-site.com,tax refund available claim your $5000 tax refund now:,1
Recipe Shared,"Here's that lasagna recipe you asked for: apples, sugar, cinnamon",not spam,"Recipe Shared Here's that lasagna recipe you asked for: apples, sugar, cinnamon","recipe shared here's that lasagna recipe you asked for: apples, sugar, cinnamon",0
Parent-Teacher Conference,Conference scheduled Nov 27 at 10:30 AM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Nov 27 at 10:30 AM. Please confirm.,parent-teacher conference conference scheduled nov 27 at 10:30 am. please confirm.,0
Happy Birthday,Happy birthday! Hope you have an amazing day! - Sarah,not spam,Happy Birthday Happy birthday! Hope you have an amazing day! - Sarah,happy birthday happy birthday! hope you have an amazing day! - sarah,0
Meeting Reminder,Team meeting tomorrow at 3:30 PM in Cafeteria. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 3:30 PM in Cafeteria. See you there!,meeting reminder team meeting tomorrow at 3:30 pm in cafeteria. see you there!,0
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Your Order Confirmation,Order #700293580 confirmed. Delivery: Nov 25. Track: 1Z999AA10123456318,not spam,Your Order Confirmation Order #700293580 confirmed. Delivery: Nov 25. Track: 1Z999AA10123456318,your order confirmation order #700293580 confirmed. delivery: nov 25. track: 1z999aa10123456318,0
Recipe Shared,"Here's that chicken soup recipe you asked for: chicken, vegetables, broth",not spam,"Recipe Shared Here's that chicken soup recipe you asked for: chicken, vegetables, broth","recipe shared here's that chicken soup recipe you asked for: chicken, vegetables, broth",0
Code Review Request,Can you review PR #DL789 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #DL789 when you get a chance? Thanks!,code review request can you review pr #dl789 when you get a chance? thanks!,0
Project Update,Here's the status update on project Lisa. Review attached.,not spam,Project Update Here's the status update on project Lisa. Review attached.,project update here's the status update on project lisa. review attached.,0
Dinner Plans,Want to grab dinner this weekend? Let me know! - Emily,not spam,Dinner Plans Want to grab dinner this weekend? Let me know! - Emily,dinner plans want to grab dinner this weekend? let me know! - emily,0
Tax Refund Available,Claim your $5000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $5000 tax refund now: http://scam-site.com,tax refund available claim your $5000 tax refund now:,1
Meeting Reminder,Team meeting tomorrow at 3:30 PM in Building B. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 3:30 PM in Building B. See you there!,meeting reminder team meeting tomorrow at 3:30 pm in building b. see you there!,0
Appointment Reminder,Your appointment with Dr. Smith is on Dec 5 at 2:00 PM.,not spam,Appointment Reminder Your appointment with Dr. Smith is on Dec 5 at 2:00 PM.,appointment reminder your appointment with dr. smith is on dec 5 at 2:00 pm.,0
Code Review Request,Can you review PR #UA456 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #UA456 when you get a chance? Thanks!,code review request can you review pr #ua456 when you get a chance? thanks!,0
Project Update,Here's the status update on project Sarah. Review attached.,not spam,Project Update Here's the status update on project Sarah. Review attached.,project update here's the status update on project sarah. review attached.,0
Book Club Meeting,Book club meets Tuesday at 9:00 AM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets Tuesday at 9:00 AM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets tuesday at 9:00 am. we're discussing 'pride and prejudice'.,0
Work From Home Assembly,Assemble products at home! $35/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $35/hour! http://scam-site.com,work from home assembly assemble products at home! $35/hour!,1
Meeting Reminder,Team meeting tomorrow at 9:00 AM in Conference Room A. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 9:00 AM in Conference Room A. See you there!,meeting reminder team meeting tomorrow at 9:00 am in conference room a. see you there!,0
Your Order Confirmation,Order #102220533 confirmed. Delivery: Dec 5. Track: 1Z999AA10123452082,not spam,Your Order Confirmation Order #102220533 confirmed. Delivery: Dec 5. Track: 1Z999AA10123452082,your order confirmation order #102220533 confirmed. delivery: dec 5. track: 1z999aa10123452082,0
Parent-Teacher Conference,Conference scheduled Nov 26 at 10:30 AM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Nov 26 at 10:30 AM. Please confirm.,parent-teacher conference conference scheduled nov 26 at 10:30 am. please confirm.,0
Appointment Reminder,Your appointment with Dr. Brown is on Nov 27 at 9:00 AM.,not spam,Appointment Reminder Your appointment with Dr. Brown is on Nov 27 at 9:00 AM.,appointment reminder your appointment with dr. brown is on nov 27 at 9:00 am.,0
Work From Home Assembly,Assemble products at home! $25/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $25/hour! http://scam-site.com,work from home assembly assemble products at home! $25/hour!,1
WIN BIG MONEY!,You've won $5000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $5000! Click here to claim: http://scam-site.com,win big money! you've won $5000! click here to claim:,1
Enlarge Your Size,Grow 3 inches naturally! Guaranteed! http://scam-site.com,spam,Enlarge Your Size Grow 3 inches naturally! Guaranteed! http://scam-site.com,enlarge your size grow 3 inches naturally! guaranteed!,1
WIN BIG MONEY!,You've won $100000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $100000! Click here to claim: http://scam-site.com,win big money! you've won $100000! click here to claim:,1
Project Update,Here's the status update on project Mike. Review attached.,not spam,Project Update Here's the status update on project Mike. Review attached.,project update here's the status update on project mike. review attached.,0
Work From Home Assembly,Assemble products at home! $25/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $25/hour! http://scam-site.com,work from home assembly assemble products at home! $25/hour!,1
Nigerian Prince Email,I need your help transferring $1000. You get 50%!,spam,Nigerian Prince Email I need your help transferring $1000. You get 50%!,nigerian prince email i need your help transferring $1000. you get 50%!,1
Dinner Plans,Want to grab dinner Saturday? Let me know! - Mike,not spam,Dinner Plans Want to grab dinner Saturday? Let me know! - Mike,dinner plans want to grab dinner saturday? let me know! - mike,0
Book Club Meeting,Book club meets Tuesday at 3:30 PM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets Tuesday at 3:30 PM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets tuesday at 3:30 pm. we're discussing 'pride and prejudice'.,0
Work From Home Assembly,Assemble products at home! $45/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $45/hour! http://scam-site.com,work from home assembly assemble products at home! $45/hour!,1
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
WIN BIG MONEY!,You've won $100000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $100000! Click here to claim: http://scam-site.com,win big money! you've won $100000! click here to claim:,1
Hot Singles Near You,Meet 50 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 50 singles in your area tonight! http://scam-site.com,hot singles near you meet 50 singles in your area tonight!,1
Work From Home Assembly,Assemble products at home! $25/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $25/hour! http://scam-site.com,work from home assembly assemble products at home! $25/hour!,1
Work From Home Assembly,Assemble products at home! $35/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $35/hour! http://scam-site.com,work from home assembly assemble products at home! $35/hour!,1
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Your Order Confirmation,Order #745027999 confirmed. Delivery: Nov 27. Track: 1Z999AA10123452284,not spam,Your Order Confirmation Order #745027999 confirmed. Delivery: Nov 27. Track: 1Z999AA10123452284,your order confirmation order #745027999 confirmed. delivery: nov 27. track: 1z999aa10123452284,0
Happy Birthday,Happy birthday! Hope you have an amazing day! - Sarah,not spam,Happy Birthday Happy birthday! Hope you have an amazing day! - Sarah,happy birthday happy birthday! hope you have an amazing day! - sarah,0
Class Reminder,English 201 class is at 3:30 PM in room B12. Don't forget homework!,not spam,Class Reminder English 201 class is at 3:30 PM in room B12. Don't forget homework!,class reminder english 201 class is at 3:30 pm in room b12. don't forget homework!,0
Free iPhone Giveaway,Get a FREE iPhone 13! Limited time! http://scam-site.com,spam,Free iPhone Giveaway Get a FREE iPhone 13! Limited time! http://scam-site.com,free iphone giveaway get a free iphone 13! limited time!,1
Flight Confirmation,Flight AA123 on Dec 5. JFK to BOS. Seat 13A.,not spam,Flight Confirmation Flight AA123 on Dec 5. JFK to BOS. Seat 13A.,flight confirmation flight aa123 on dec 5. jfk to bos. seat 13a.,0
Appointment Reminder,Your appointment with Dr. Smith is on Nov 25 at 3:30 PM.,not spam,Appointment Reminder Your appointment with Dr. Smith is on Nov 25 at 3:30 PM.,appointment reminder your appointment with dr. smith is on nov 25 at 3:30 pm.,0
Utility Bill,Your electric bill is $34. Due: Nov 25. Pay at paybill.com,not spam,Utility Bill Your electric bill is $34. Due: Nov 25. Pay at paybill.com,utility bill your electric bill is $34. due: nov 25. pay at paybill.com,0
Work From Home Assembly,Assemble products at home! $35/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $35/hour! http://scam-site.com,work from home assembly assemble products at home! $35/hour!,1
Work From Home Assembly,Assemble products at home! $45/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $45/hour! http://scam-site.com,work from home assembly assemble products at home! $45/hour!,1
Dinner Plans,Want to grab dinner Saturday? Let me know! - Emily,not spam,Dinner Plans Want to grab dinner Saturday? Let me know! - Emily,dinner plans want to grab dinner saturday? let me know! - emily,0
Cheap Medications,Buy Viagra without prescription! Huge discounts! http://scam-site.com,spam,Cheap Medications Buy Viagra without prescription! Huge discounts! http://scam-site.com,cheap medications buy viagra without prescription! huge discounts!,1
Weekend Plans,Going hiking this Tuesday. Want to join? Meeting at 3:30 PM.,not spam,Weekend Plans Going hiking this Tuesday. Want to join? Meeting at 3:30 PM.,weekend plans going hiking this tuesday. want to join? meeting at 3:30 pm.,0
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Make Money From Home,Earn $10000 per day working from home! http://scam-site.com,spam,Make Money From Home Earn $10000 per day working from home! http://scam-site.com,make money from home earn $10000 per day working from home!,1
Weekend Plans,Going hiking this Monday. Want to join? Meeting at 2:00 PM.,not spam,Weekend Plans Going hiking this Monday. Want to join? Meeting at 2:00 PM.,weekend plans going hiking this monday. want to join? meeting at 2:00 pm.,0
Recipe Shared,"Here's that chicken soup recipe you asked for: flour, eggs, milk",not spam,"Recipe Shared Here's that chicken soup recipe you asked for: flour, eggs, milk","recipe shared here's that chicken soup recipe you asked for: flour, eggs, milk",0
Work From Home Assembly,Assemble products at home! $25/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $25/hour! http://scam-site.com,work from home assembly assemble products at home! $25/hour!,1
Your Order Confirmation,Order #689054072 confirmed. Delivery: Nov 27. Track: 1Z999AA10123452575,not spam,Your Order Confirmation Order #689054072 confirmed. Delivery: Nov 27. Track: 1Z999AA10123452575,your order confirmation order #689054072 confirmed. delivery: nov 27. track: 1z999aa10123452575,0
Book Club Meeting,Book club meets Friday at 3:30 PM. We're discussing 'To Kill a Mockingbird'.,not spam,Book Club Meeting Book club meets Friday at 3:30 PM. We're discussing 'To Kill a Mockingbird'.,book club meeting book club meets friday at 3:30 pm. we're discussing 'to kill a mockingbird'.,0
Flight Confirmation,Flight UA456 on Dec 5. LAX to MIA. Seat 16B.,not spam,Flight Confirmation Flight UA456 on Dec 5. LAX to MIA. Seat 16B.,flight confirmation flight ua456 on dec 5. lax to mia. seat 16b.,0
Make Money From Home,Earn $100000 per day working from home! http://scam-site.com,spam,Make Money From Home Earn $100000 per day working from home! http://scam-site.com,make money from home earn $100000 per day working from home!,1
Make Money From Home,Earn $10000 per month working from home! http://scam-site.com,spam,Make Money From Home Earn $10000 per month working from home! http://scam-site.com,make money from home earn $10000 per month working from home!,1
Code Review Request,Can you review PR #DL789 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #DL789 when you get a chance? Thanks!,code review request can you review pr #dl789 when you get a chance? thanks!,0
Lose Weight Fast,Lose 50 pounds in 21 days! No exercise! http://scam-site.com,spam,Lose Weight Fast Lose 50 pounds in 21 days! No exercise! http://scam-site.com,lose weight fast lose 50 pounds in 21 days! no exercise!,1
Tax Refund Available,Claim your $5000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $5000 tax refund now: http://scam-site.com,tax refund available claim your $5000 tax refund now:,1
Meeting Reminder,Team meeting tomorrow at 9:00 AM in Conference Room A. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 9:00 AM in Conference Room A. See you there!,meeting reminder team meeting tomorrow at 9:00 am in conference room a. see you there!,0
Dinner Plans,Want to grab dinner Tuesday? Let me know! - Mike,not spam,Dinner Plans Want to grab dinner Tuesday? Let me know! - Mike,dinner plans want to grab dinner tuesday? let me know! - mike,0
Dinner Plans,Want to grab dinner this weekend? Let me know! - Emily,not spam,Dinner Plans Want to grab dinner this weekend? Let me know! - Emily,dinner plans want to grab dinner this weekend? let me know! - emily,0
Tax Refund Available,Claim your $25000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $25000 tax refund now: http://scam-site.com,tax refund available claim your $25000 tax refund now:,1
Your Computer Has Virus,URGENT! 1000 viruses detected! Fix now: http://scam-site.com,spam,Your Computer Has Virus URGENT! 1000 viruses detected! Fix now: http://scam-site.com,your computer has virus urgent! 1000 viruses detected! fix now:,1
Your Order Confirmation,Order #721688973 confirmed. Delivery: Nov 26. Track: 1Z999AA10123459575,not spam,Your Order Confirmation Order #721688973 confirmed. Delivery: Nov 26. Track: 1Z999AA10123459575,your order confirmation order #721688973 confirmed. delivery: nov 26. track: 1z999aa10123459575,0
WIN BIG MONEY!,You've won $1000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $1000! Click here to claim: http://scam-site.com,win big money! you've won $1000! click here to claim:,1
Lose Weight Fast,Lose 50 pounds in 7 days! No exercise! http://scam-site.com,spam,Lose Weight Fast Lose 50 pounds in 7 days! No exercise! http://scam-site.com,lose weight fast lose 50 pounds in 7 days! no exercise!,1
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Book Club Meeting,Book club meets this weekend at 2:00 PM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets this weekend at 2:00 PM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets this weekend at 2:00 pm. we're discussing 'pride and prejudice'.,0
Flight Confirmation,Flight UA456 on Dec 5. LAX to BOS. Seat 26B.,not spam,Flight Confirmation Flight UA456 on Dec 5. LAX to BOS. Seat 26B.,flight confirmation flight ua456 on dec 5. lax to bos. seat 26b.,0
Happy Birthday,Happy birthday! Hope you have an amazing day! - Mike,not spam,Happy Birthday Happy birthday! Hope you have an amazing day! - Mike,happy birthday happy birthday! hope you have an amazing day! - mike,0
Book Club Meeting,Book club meets Monday at 10:30 AM. We're discussing 'The Great Gatsby'.,not spam,Book Club Meeting Book club meets Monday at 10:30 AM. We're discussing 'The Great Gatsby'.,book club meeting book club meets monday at 10:30 am. we're discussing 'the great gatsby'.,0
Book Club Meeting,Book club meets Tuesday at 2:00 PM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets Tuesday at 2:00 PM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets tuesday at 2:00 pm. we're discussing 'pride and prejudice'.,0
Hot Singles Near You,Meet 50 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 50 singles in your area tonight! http://scam-site.com,hot singles near you meet 50 singles in your area tonight!,1
Weekend Plans,Going hiking this Monday. Want to join? Meeting at 3:30 PM.,not spam,Weekend Plans Going hiking this Monday. Want to join? Meeting at 3:30 PM.,weekend plans going hiking this monday. want to join? meeting at 3:30 pm.,0
Happy Birthday,Happy birthday! Hope you have an amazing day! - John,not spam,Happy Birthday Happy birthday! Hope you have an amazing day! - John,happy birthday happy birthday! hope you have an amazing day! - john,0
WIN BIG MONEY!,You've won $5000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $5000! Click here to claim: http://scam-site.com,win big money! you've won $5000! click here to claim:,1
Weekend Plans,Going hiking this Friday. Want to join? Meeting at 9:00 AM.,not spam,Weekend Plans Going hiking this Friday. Want to join? Meeting at 9:00 AM.,weekend plans going hiking this friday. want to join? meeting at 9:00 am.,0
Hot Singles Near You,Meet 10000 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 10000 singles in your area tonight! http://scam-site.com,hot singles near you meet 10000 singles in your area tonight!,1
Weekend Plans,Going hiking this Tuesday. Want to join? Meeting at 2:00 PM.,not spam,Weekend Plans Going hiking this Tuesday. Want to join? Meeting at 2:00 PM.,weekend plans going hiking this tuesday. want to join? meeting at 2:00 pm.,0
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Code Review Request,Can you review PR #DL789 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #DL789 when you get a chance? Thanks!,code review request can you review pr #dl789 when you get a chance? thanks!,0
Tax Refund Available,Claim your $5000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $5000 tax refund now: http://scam-site.com,tax refund available claim your $5000 tax refund now:,1
Book Club Meeting,Book club meets Friday at 5:00 PM. We're discussing 'To Kill a Mockingbird'.,not spam,Book Club Meeting Book club meets Friday at 5:00 PM. We're discussing 'To Kill a Mockingbird'.,book club meeting book club meets friday at 5:00 pm. we're discussing 'to kill a mockingbird'.,0
Make Money From Home,Earn $5000 per week working from home! http://scam-site.com,spam,Make Money From Home Earn $5000 per week working from home! http://scam-site.com,make money from home earn $5000 per week working from home!,1
Free Gift Card,You won a $1000000 Target gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $1000000 Target gift card! Claim: http://scam-site.com,free gift card you won a $1000000 target gift card! claim:,1
Parent-Teacher Conference,Conference scheduled Dec 1 at 9:00 AM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Dec 1 at 9:00 AM. Please confirm.,parent-teacher conference conference scheduled dec 1 at 9:00 am. please confirm.,0
Hot Singles Near You,Meet 50 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 50 singles in your area tonight! http://scam-site.com,hot singles near you meet 50 singles in your area tonight!,1
Parent-Teacher Conference,Conference scheduled Nov 25 at 2:00 PM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Nov 25 at 2:00 PM. Please confirm.,parent-teacher conference conference scheduled nov 25 at 2:00 pm. please confirm.,0
Make Money From Home,Earn $1000000 per week working from home! http://scam-site.com,spam,Make Money From Home Earn $1000000 per week working from home! http://scam-site.com,make money from home earn $1000000 per week working from home!,1
Gym Membership Renewal,Your gym membership expires Nov 25. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 25. Renew at front desk.,gym membership renewal your gym membership expires nov 25. renew at front desk.,0
Hot Singles Near You,Meet 30 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 30 singles in your area tonight! http://scam-site.com,hot singles near you meet 30 singles in your area tonight!,1
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Book Club Meeting,Book club meets Tuesday at 10:30 AM. We're discussing 'The Great Gatsby'.,not spam,Book Club Meeting Book club meets Tuesday at 10:30 AM. We're discussing 'The Great Gatsby'.,book club meeting book club meets tuesday at 10:30 am. we're discussing 'the great gatsby'.,0
Dinner Plans,Want to grab dinner Tuesday? Let me know! - Alex,not spam,Dinner Plans Want to grab dinner Tuesday? Let me know! - Alex,dinner plans want to grab dinner tuesday? let me know! - alex,0
